Code,plan_clustername,ClusterDC,SC_ETADockdate,Sc_actualdockdate,Deploy_ETARTODate,Deploy_ActualRTODate,Buildout_ETAWaboHandoffDate,Buildout_ActualWaboHandoffDate,Buildout_ETALiveDate,Buildout_ActualLiveDate
2130101,DB6PrdApp10,DB6,NULL,00:00.0,00:00.0,58:54.8,58:54.8,00:00.0,00:00.0,00:00.0
2130102,BL5PrdApp36,BL5,NULL,00:00.0,00:00.0,57:41.8,57:41.8,00:00.0,00:00.0,00:00.0
2130103,MA1PrdApp06-02,MA1,NULL,00:00.0,00:00.0,39:13.2,39:13.2,00:00.0,00:00.0,00:00.0
2130106,SN4PrdApp08,SN4,NULL,00:00.0,00:00.0,52:19.0,52:19.0,00:00.0,00:00.0,00:00.0
2130107,BM1PrdApp06-01,BM1,NULL,00:00.0,00:00.0,01:29.9,01:29.9,00:00.0,00:00.0,00:00.0
2130109,BL5PrdApp23,BL5,NULL,00:00.0,00:00.0,50:16.8,50:16.8,00:00.0,00:00.0,00:00.0
2130110,BL5PrdApp24,BL5,NULL,00:00.0,00:00.0,47:06.9,47:06.9,00:00.0,00:00.0,00:00.0
2130115,BL5PrdApp25,BL5,NULL,00:00.0,00:00.0,41:36.9,41:36.9,00:00.0,00:00.0,00:00.0
2130118,DB6PrdApp14,DB6,NULL,00:00.0,00:00.0,49:48.6,49:48.6,00:00.0,00:00.0,00:00.0
2130121,BM1PrdApp07,BM1,00:00.0,00:00.0,00:00.0,04:19.9,04:19.9,15:31.6,15:31.6,00:00.0
2130122,BL5PrdAppXX,BL5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2130125,BL5PrdAppXX,BL5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2130127,BL5PrdApp26,BL5,NULL,00:00.0,00:00.0,46:33.9,46:33.9,00:00.0,00:00.0,00:00.0
2130128,AM5PrdApp20,AM5,NULL,00:00.0,00:00.0,50:42.2,50:42.2,00:00.0,00:00.0,00:00.0
2130129,BY4PrdApp36,BY4,NULL,00:00.0,00:00.0,45:18.6,45:18.6,00:00.0,00:00.0,00:00.0
2130130,AM5PrdApp10,AM5,NULL,00:00.0,00:00.0,50:34.8,50:34.8,00:00.0,00:00.0,00:00.0
2130131,DB6PrdApp09,DB6,NULL,00:00.0,00:00.0,54:47.8,54:47.8,00:00.0,00:00.0,00:00.0
2130132,BL5PrdAppXX,BL5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2130133,SN2PrdApp08,SN2,NULL,00:00.0,00:00.0,40:31.2,40:31.2,00:00.0,00:00.0,00:00.0
2130134,PN1PrdApp03,PN1,NULL,00:00.0,00:00.0,02:44.0,02:44.0,00:00.0,00:00.0,00:00.0
2130136,AM5PrdApp11,AM5,NULL,00:00.0,00:00.0,49:11.7,49:11.7,00:00.0,00:00.0,00:00.0
2130137,BY4PrdApp45,BY4,NULL,00:00.0,00:00.0,41:20.0,41:20.0,00:00.0,00:00.0,00:00.0
2130138,SG2PrdApp18,SG2,NULL,00:00.0,00:00.0,30:14.4,30:14.4,00:00.0,00:00.0,00:00.0
2130140,DB6PrdApp11,DB6,NULL,00:00.0,00:00.0,15:04.4,15:04.4,00:00.0,00:00.0,00:00.0
2130142,BL5PrdAppXX,BL5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2130144,AM5PrdApp13,AM5,NULL,00:00.0,00:00.0,41:36.2,41:36.2,00:00.0,00:00.0,00:00.0
2130147,TY1PrdApp09,TY1,NULL,00:00.0,00:00.0,47:19.2,47:19.2,00:00.0,00:00.0,00:00.0
2130153,SG2PrdApp13,SG2,NULL,00:00.0,00:00.0,00:57.9,00:57.9,00:00.0,00:00.0,00:00.0
2130155,SN4PrdApp25,SN4,00:00.0,00:00.0,00:00.0,13:12.1,13:12.1,37:31.4,37:31.4,00:00.0
2130157,BL5PrdApp27,BL5,NULL,00:00.0,00:00.0,34:44.5,34:44.5,00:00.0,00:00.0,00:00.0
2120437,DB5PrdApp20,DB5,NULL,00:00.0,00:00.0,02:01.6,02:01.6,00:00.0,00:00.0,00:00.0
2120440,BL5PrdApp03,BL5,NULL,00:00.0,00:00.0,55:19.0,55:19.0,00:00.0,00:00.0,00:00.0
2120447,BY4PrdApp40,BY4,NULL,00:00.0,00:00.0,16:38.8,16:38.8,27:00.0,27:00.0,00:00.0
2120456,DB5PrdApp23,DB5,NULL,00:00.0,00:00.0,58:48.6,58:48.6,24:00.0,24:00.0,00:00.0
2120462,BL4PrdApp12,BL4,NULL,00:00.0,00:00.0,01:39.6,01:39.6,00:00.0,00:00.0,00:00.0
2119041,BY4PrdApp17,BY4,NULL,00:00.0,00:00.0,36:46.4,36:46.4,00:00.0,00:00.0,00:00.0
2119042,BY4PrdApp15,BY4,NULL,00:00.0,00:00.0,50:42.4,50:42.4,00:00.0,00:00.0,00:00.0
2195011,LN1PrdApp05,LN1,00:00.0,00:00.0,00:00.0,37:55.0,00:00.0,01:00.1,00:00.0,00:00.0
2195012,BJBPrdApp15,BJB,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2147045,BD3AzFApp03,BD3,NULL,00:00.0,00:00.0,27:34.8,27:34.8,00:00.0,00:00.0,00:00.0
2147060,CBN06PrdApp01,CBN,NULL,00:00.0,00:00.0,53:48.2,53:48.2,00:00.0,00:00.0,00:00.0
2147062,SN4PrdApp14,SN4,NULL,00:00.0,00:00.0,24:38.6,24:38.6,00:00.0,00:00.0,59:39.0
2147077,BD3AzFApp02,BD3,NULL,00:00.0,00:00.0,26:05.6,26:05.6,00:00.0,00:00.0,00:00.0
2195078,SN6PrdApp02-01,SN6,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195079,PAR21PrdApp02-01,PAR,00:00.0,00:00.0,00:00.0,35:47.4,35:47.4,NULL,35:47.4,NULL
2195080,CQ2PrdApp08-01,CQ2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195144,BL6PrdApp16,BL6,00:00.0,00:00.0,00:00.0,43:37.2,00:00.0,00:00.0,00:00.0,00:00.0
2195145,AMS06PrdApp04,AMS,00:00.0,00:00.0,00:00.0,09:26.7,00:00.0,27:43.1,00:00.0,00:00.0
2195146,YT1PrdApp16-01,YT1,00:00.0,00:00.0,00:00.0,11:27.3,00:00.0,16:17.6,00:00.0,00:00.0
2195147,DB3PrdApp15,DB3,00:00.0,00:00.0,00:00.0,00:24.6,00:24.6,NULL,00:00.0,NULL
2195148,BL3PrdApp04-02,BL3,00:00.0,00:00.0,00:00.0,16:03.7,16:03.7,NULL,00:00.0,NULL
2195149,BL3PrdApp06-02,BL3,00:00.0,00:00.0,00:00.0,04:30.8,04:30.8,NULL,00:00.0,NULL
2195150,CH1PrdApp06-02,CH1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195151,CY4PrdApp13,CY4,00:00.0,00:00.0,00:00.0,47:32.7,00:00.0,NULL,00:00.0,NULL
2195152,CW1PrdApp06-01,CW1,00:00.0,00:00.0,00:00.0,40:00.4,00:00.0,00:45.3,00:00.0,00:00.0
2195153,ML1PrdApp01-03,ML1,00:00.0,00:00.0,00:00.0,19:03.6,19:03.6,NULL,00:00.0,NULL
2124338,BL4PrdApp17,BL4,NULL,00:00.0,00:00.0,43:18.8,43:18.8,00:00.0,00:00.0,00:00.0
2124359,DM3PrdApp09,DM3,NULL,00:00.0,00:00.0,41:50.9,41:50.9,00:00.0,00:00.0,00:00.0
2124360,DM3PrdApp10,DM3,NULL,00:00.0,00:00.0,48:40.7,48:40.7,00:00.0,00:00.0,00:00.0
2123686,CH1PrdApp07,CH1,NULL,00:00.0,00:00.0,10:03.7,10:03.7,00:00.0,00:00.0,00:00.0
2115025,DM3PrdApp17,DM3,NULL,00:00.0,00:00.0,05:14.9,05:14.9,49:00.0,49:00.0,00:00.0
2119983,BY4PrdApp14,BY4,NULL,00:00.0,00:00.0,28:38.6,28:38.6,00:00.0,00:00.0,00:00.0
2119984,BN4PrdApp08,BN4,NULL,00:00.0,00:00.0,27:08.0,27:08.0,00:00.0,00:00.0,00:00.0
2120065,DM3PrdApp20,DM3,NULL,00:00.0,00:00.0,54:39.4,54:39.4,00:00.0,00:00.0,00:00.0
2120066,SN3PrdApp22,SN3,NULL,00:00.0,00:00.0,50:05.5,50:05.5,00:00.0,00:00.0,00:00.0
2120067,SN1PrdApp05,SN1,NULL,00:00.0,00:00.0,32:50.7,32:50.7,00:00.0,00:00.0,00:00.0
2118516,BZ7PrdApp02-01,BZ7,00:00.0,00:00.0,00:00.0,47:06.8,00:00.0,33:00.6,00:00.0,00:00.0
2118517,DM5PrdApp14,DM5,NULL,00:00.0,00:00.0,02:57.6,02:57.6,NULL,NULL,NULL
2118518,BN6PrdApp03-02,BN6,NULL,00:00.0,00:00.0,18:00.5,18:00.5,00:00.0,00:00.0,00:00.0
2118519,BN6PrdApp04-02,BN6,NULL,00:00.0,00:00.0,53:25.0,53:25.0,00:00.0,00:00.0,00:00.0
2118520,BN6PrdApp05-02,BN6,NULL,00:00.0,00:00.0,51:02.7,51:02.7,00:00.0,00:00.0,00:00.0
2118521,BN6PrdApp12,BN6,NULL,00:00.0,00:00.0,14:04.2,14:04.2,00:00.0,00:00.0,00:00.0
2118524,MWH01PrdApp01,MWH,NULL,00:00.0,00:00.0,49:46.9,49:46.9,00:00.0,00:00.0,00:00.0
2118526,BN6PrdApp01,BN6,NULL,00:00.0,00:00.0,07:40.0,07:40.0,00:00.0,00:00.0,00:00.0
2118527,CY4PrdApp01,CY4,NULL,00:00.0,00:00.0,49:36.3,49:36.3,00:00.0,00:00.0,00:00.0
2118670,TY1PrdApp05,TY1,NULL,00:00.0,00:00.0,20:42.8,20:42.8,00:00.0,00:00.0,00:00.0
2118671,ML1PrdApp03,ML1,NULL,00:00.0,00:00.0,23:44.0,23:44.0,00:00.0,00:00.0,00:00.0
2147200,PS1PrdApp01-02,PS1,00:00.0,00:00.0,00:00.0,56:26.8,56:26.8,30:30.7,30:30.7,00:00.0
2147214,SN4PrdApp20,SN4,00:00.0,00:00.0,00:00.0,34:54.1,34:54.1,57:35.5,57:35.5,00:00.0
2147215,DZ5PrdApp09-03,DZ5,00:00.0,00:00.0,00:00.0,42:58.0,42:58.0,51:03.9,51:03.9,00:00.0
2147218,FR1PrdApp03,FR1,NULL,00:00.0,00:00.0,30:28.7,30:28.7,00:00.0,00:00.0,00:00.0
2147219,YT1PrdApp15-01,YT1,00:00.0,00:00.0,00:00.0,51:30.2,51:14.0,11:58.1,00:00.0,00:00.0
2147220,DB3PrdApp04,DB3,NULL,00:00.0,00:00.0,00:53.1,00:53.1,00:00.0,00:00.0,00:00.0
2147225,TY1PrdApp16-01,TY1,00:00.0,00:00.0,00:00.0,54:06.8,54:06.8,47:36.2,47:36.2,00:00.0
2147228,BL3PrdApp12,BL3,NULL,00:00.0,00:00.0,57:32.1,57:32.1,00:00.0,00:00.0,00:00.0
2147236,MWH02PrdApp01-01,MWH,00:00.0,00:00.0,00:00.0,26:50.1,00:00.0,03:08.3,00:00.0,NULL
2147261,BL5PrdApp31-01,BL5,NULL,00:00.0,00:00.0,57:05.4,57:05.4,00:00.0,00:00.0,00:00.0
2147263,SN2PrdApp07,SN2,NULL,00:00.0,00:00.0,43:12.5,43:12.5,00:00.0,00:00.0,00:00.0
2147264,BL2PrdApp05,BL2,00:00.0,00:00.0,00:00.0,27:15.7,27:15.7,00:00.0,00:00.0,00:00.0
2147267,BLAPrdApp01-01,BLA,00:00.0,00:00.0,00:00.0,52:19.6,52:19.6,33:15.2,33:15.2,00:00.0
2147270,DM5PrdApp10,DM5,NULL,00:00.0,00:00.0,54:50.5,54:50.5,00:00.0,00:00.0,00:00.0
2147288,DB6PrdApp22,DB6,NULL,00:00.0,00:00.0,11:31.3,11:31.3,00:00.0,00:00.0,00:00.0
2147291,SN4PrdApp19-02,SN4,00:00.0,00:00.0,00:00.0,51:55.2,51:55.2,07:15.7,07:15.7,00:00.0
2147292,DM3PrdApp29,DM3,NULL,00:00.0,00:00.0,58:34.3,58:34.3,00:00.0,00:00.0,00:00.0
2195246,CBY07PrdApp01-01,CBY,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195247,BL7PrdApp23-01,BL7,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195294,CY4PrdApp11-01,CY4,00:00.0,00:00.0,00:00.0,14:30.2,00:00.0,06:30.1,00:00.0,00:00.0
2195295,LN1PrdApp07-01,LN1,00:00.0,00:00.0,00:00.0,36:59.6,00:00.0,35:28.4,00:00.0,00:00.0
2195356,CO2PrdApp01-01,CO2,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195357,BZ7PrdApp01-01,BZ7,00:00.0,00:00.0,00:00.0,13:25.1,00:00.0,12:18.3,00:00.0,00:00.0
2195363,BZ6PrdApp09,BZ6,00:00.0,00:00.0,00:00.0,59:07.9,59:07.9,11:08.5,11:08.5,00:00.0
2195364,MWH02TstApp01-01,MWH,00:00.0,00:00.0,00:00.0,37:20.0,37:20.0,NULL,NULL,NULL
2195376,SN4PrdApp22,SN4,00:00.0,00:00.0,00:00.0,40:32.2,40:32.2,01:22.1,01:22.1,00:00.0
2195377,BL3PrdApp02-02,BL3,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195378,AMS06PrdApp07,AMS,00:00.0,00:00.0,00:00.0,06:09.3,00:00.0,24:40.7,00:00.0,00:00.0
2195394,BL2PrdApp22-02,BL2,00:00.0,00:00.0,00:00.0,35:05.3,35:05.3,NULL,00:00.0,NULL
2195399,AMS20PrdApp03,AMS,00:00.0,00:00.0,00:00.0,31:52.7,31:52.7,48:10.9,48:10.9,00:00.0
2195400,BLAPrdApp06-02,BLA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195459,YQ1PrdApp06-02,YQ1,00:00.0,00:00.0,00:00.0,01:06.3,01:06.3,25:41.7,25:41.7,00:00.0
2195460,HKNPrdApp04-02,HKN,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2147579,BN1AzFApp05,BN1,NULL,00:00.0,00:00.0,07:30.1,07:30.1,00:00.0,00:00.0,00:00.0
2147583,BL5PrdApp44,BL5,NULL,00:00.0,00:00.0,57:00.4,57:00.4,00:00.0,00:00.0,00:00.0
2147622,SG1PrdApp04,SG1,NULL,00:00.0,00:00.0,49:20.8,49:20.8,00:00.0,00:00.0,00:00.0
2147624,BN6PrdApp22,BN6,00:00.0,00:00.0,00:00.0,33:23.5,33:23.5,41:04.4,41:04.4,00:00.0
2147630,BY1PrdApp17,BY1,NULL,00:00.0,00:00.0,20:04.2,20:04.2,00:00.0,00:00.0,00:00.0
2147632,BYAPrdApp05-03,BYA,NULL,00:00.0,00:00.0,27:00.3,27:00.3,00:00.0,00:00.0,00:00.0
2147638,BL5PrdApp30-02,BL5,NULL,00:00.0,00:00.0,37:51.4,37:51.4,00:00.0,00:00.0,00:00.0
2147661,DB6PrdApp23,DB6,NULL,00:00.0,00:00.0,56:00.9,56:00.9,00:00.0,00:00.0,00:00.0
2147662,DB3PrdApp14,DB3,00:00.0,00:00.0,00:00.0,47:56.3,47:56.3,00:01.2,00:01.2,00:00.0
2147663,DZ5PrdApp08,DZ5,00:00.0,00:00.0,00:00.0,07:08.9,07:08.9,06:28.0,06:28.0,00:00.0
2147667,MWH01PrdApp03-03,MWH,00:00.0,00:00.0,00:00.0,30:12.5,30:12.5,16:48.6,16:48.6,00:00.0
2147668,BY1PrdApp10-02,BY1,NULL,00:00.0,00:00.0,17:04.8,17:04.8,NULL,00:00.0,NULL
2195640,HKNPrdApp05-02,HKN,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195641,BY3PrdApp02-02,BY3,00:00.0,00:00.0,00:00.0,17:09.6,17:09.6,NULL,00:00.0,NULL
2195642,CY4PrdApp04-02,CY4,00:00.0,00:00.0,00:00.0,52:22.6,52:22.6,19:01.7,19:01.7,00:00.0
2195643,BN1AzFApp08,BN1,NULL,00:00.0,00:00.0,37:26.5,37:26.5,00:00.0,00:00.0,00:00.0
2195645,SY3PrdApp16-03,SY3,00:00.0,00:00.0,00:00.0,23:50.2,00:00.0,20:05.3,00:00.0,00:00.0
2195646,LN1PrdApp12,LN1,00:00.0,00:00.0,00:00.0,37:01.7,00:00.0,13:37.5,00:00.0,00:00.0
2195648,MA1PrdApp06-03,MA1,00:00.0,00:00.0,00:00.0,16:22.0,00:00.0,23:45.2,00:00.0,00:00.0
2132031,BY3PrdApp24,BY3,NULL,00:00.0,00:00.0,17:29.3,17:29.3,00:00.0,00:00.0,00:00.0
2132049,BY3PrdApp21,BY3,NULL,00:00.0,00:00.0,24:57.1,24:57.1,00:00.0,00:00.0,00:00.0
2132053,AM4PrdApp19,AM4,NULL,00:00.0,00:00.0,13:36.8,13:36.8,00:00.0,00:00.0,00:00.0
2132059,BY4PrdApp46,BY4,NULL,00:00.0,00:00.0,29:30.0,29:30.0,00:00.0,00:00.0,00:00.0
2132072,AM4PrdApp20,AM4,NULL,00:00.0,00:00.0,09:14.6,09:14.6,00:00.0,00:00.0,00:00.0
2132079,SN3PrdApp25,SN3,NULL,00:00.0,00:00.0,05:44.3,05:44.3,52:00.0,52:00.0,00:00.0
2132093,FR1PrdApp04,FR1,NULL,00:00.0,00:00.0,27:30.3,27:30.3,00:00.0,00:00.0,00:00.0
2132096,BY4PrdApp50,BY4,NULL,00:00.0,00:00.0,22:08.0,22:08.0,00:00.0,00:00.0,00:00.0
2132097,BY3PrdApp23,BY3,NULL,00:00.0,00:00.0,38:59.9,38:59.9,00:00.0,00:00.0,00:00.0
2132098,AM4PrdApp21,AM4,NULL,00:00.0,00:00.0,21:04.2,21:04.2,00:00.0,00:00.0,00:00.0
2132099,TY1PrdApp12,TY1,NULL,00:00.0,00:00.0,10:47.3,10:47.3,00:00.0,00:00.0,00:00.0
2132144,YT1PrdApp05,YT1,NULL,00:00.0,00:00.0,03:31.5,03:31.5,00:00.0,00:00.0,00:00.0
2132145,BYAPrdApp02,BYA,NULL,00:00.0,00:00.0,47:00.2,47:00.2,00:00.0,00:00.0,00:00.0
2132146,SG2PrdApp12,SG2,NULL,00:00.0,00:00.0,57:26.7,57:26.7,52:00.0,52:00.0,00:00.0
2132454,SY3PrdApp10,SY3,NULL,00:00.0,00:00.0,55:30.6,55:30.6,00:00.0,00:00.0,00:00.0
2132455,HK2PrdApp14,HK2,NULL,00:00.0,00:00.0,59:57.1,59:57.1,00:00.0,00:00.0,00:00.0
2132456,ML1PrdApp04,ML1,NULL,00:00.0,00:00.0,32:30.7,32:30.7,00:00.0,00:00.0,00:00.0
2132457,MA1PrdApp05,MA1,NULL,00:00.0,00:00.0,41:57.5,41:57.5,00:00.0,00:00.0,00:00.0
2132459,BY4PrdApp20,BY4,NULL,00:00.0,00:00.0,26:34.4,26:34.4,00:00.0,00:00.0,00:00.0
2132466,HK2PrdApp12,HK2,NULL,00:00.0,00:00.0,05:57.6,05:57.6,24:00.0,24:00.0,00:00.0
2132468,AM5PrdApp04,AM5,NULL,00:00.0,00:00.0,35:27.4,35:27.4,35:00.0,35:00.0,00:00.0
2132470,HK2PrdApp18,HK2,NULL,00:00.0,00:00.0,23:03.4,23:03.4,00:00.0,00:00.0,00:00.0
2132476,BY4PrdApp42,BY4,NULL,00:00.0,00:00.0,04:15.0,04:15.0,14:00.0,14:00.0,00:00.0
2132477,AM5PrdApp05,AM5,NULL,00:00.0,00:00.0,59:58.7,59:58.7,00:00.0,00:00.0,00:00.0
2132479,BY4PrdApp43,BY4,NULL,00:00.0,00:00.0,03:30.1,03:30.1,00:00.0,00:00.0,00:00.0
2132482,AM5PrdApp07,AM5,NULL,00:00.0,00:00.0,03:55.0,03:55.0,00:00.0,00:00.0,00:00.0
2132483,TY1PrdApp08,TY1,NULL,00:00.0,00:00.0,49:49.0,49:49.0,34:00.0,34:00.0,00:00.0
2132485,BL5PrdApp18,BL5,NULL,00:00.0,00:00.0,12:21.8,12:21.8,04:00.0,04:00.0,00:00.0
2132486,SG2PrdApp21,SG2,NULL,00:00.0,00:00.0,40:09.2,40:09.2,00:00.0,00:00.0,00:00.0
2132489,BY2PrdApp02-02,BY2,00:00.0,00:00.0,00:00.0,50:15.1,50:15.1,NULL,00:00.0,NULL
2132492,BY4PrdApp39,BY4,NULL,00:00.0,00:00.0,37:15.2,37:15.2,26:00.0,26:00.0,00:00.0
2132494,BY4PrdApp41,BY4,NULL,00:00.0,00:00.0,13:23.6,13:23.6,39:00.0,39:00.0,00:00.0
2132499,SG2PrdApp32,SG2,NULL,00:00.0,00:00.0,49:03.7,49:03.7,00:00.0,00:00.0,00:00.0
2132500,TY1PrdApp07,TY1,NULL,00:00.0,00:00.0,55:53.0,55:53.0,11:00.0,11:00.0,00:00.0
2132502,BL5PrdApp15,BL5,NULL,00:00.0,00:00.0,54:39.0,54:39.0,00:00.0,00:00.0,00:00.0
2195461,BL7PrdApp15,BL7,00:00.0,00:00.0,00:00.0,10:56.0,10:56.0,NULL,00:00.0,NULL
2195462,BYAPrdApp23-02,BYA,00:00.0,00:00.0,00:00.0,27:57.7,27:57.7,22:55.7,22:55.7,00:00.0
2195463,SG2PrdApp36,SG2,00:00.0,00:00.0,00:00.0,42:37.3,00:00.0,06:19.8,00:00.0,00:00.0
2195464,SE1PrdApp01-02,SE1,00:00.0,00:00.0,00:00.0,41:33.5,41:33.5,20:31.0,20:31.0,00:00.0
2195465,BYAPrdApp21,BYA,00:00.0,00:00.0,00:00.0,41:52.3,41:52.3,00:00.0,00:00.0,00:00.0
2195466,BN1AzFApp01-03,BN1,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2195467,DM1PrdApp02-02,DM1,00:00.0,00:00.0,00:00.0,04:09.7,04:09.7,NULL,00:00.0,NULL
2195468,BY1PrdApp02,BY1,NULL,00:00.0,00:00.0,36:29.2,36:29.2,00:00.0,00:00.0,00:00.0
2294727,SHAPrdApp03-01,SHA,00:00.0,00:00.0,00:00.0,33:35.2,00:00.0,NULL,00:00.0,NULL
2294778,BLAPrdApp12,BLA,00:00.0,00:00.0,00:00.0,07:10.7,07:10.7,NULL,07:10.7,NULL
2294779,PN1PrdApp06,PN1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294782,MA1PrdApp01,MA1,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294784,CY4PrdApp06,CY4,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294790,BLAPrdApp14,BLA,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294791,MWZ02PrdApp01,MWZ,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294818,AMS20PrdApp12,AMS,00:00.0,00:00.0,00:00.0,06:54.2,06:54.2,00:39.9,00:39.9,NULL
2294819,MWH01PrdApp21,MWH,00:00.0,00:00.0,00:00.0,16:43.4,16:43.4,17:33.8,17:33.8,NULL
2294820,SG2PrdApp37,SG2,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294821,AMS20PrdApp15,AMS,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294822,SG2PrdApp41,SG2,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2294823,SN4PrdApp27,SN4,00:00.0,00:00.0,00:00.0,34:58.7,34:58.7,42:06.5,42:06.5,NULL
2148502,DM5PrdApp04-01,DM5,NULL,00:00.0,00:00.0,13:17.7,13:17.7,00:00.0,00:00.0,00:00.0
2148503,DM5PrdApp03-01,DM5,NULL,00:00.0,00:00.0,17:33.3,17:33.3,00:00.0,00:00.0,00:00.0
2148504,DM5PrdApp11,DM5,NULL,00:00.0,00:00.0,45:09.0,45:09.0,00:00.0,00:00.0,00:00.0
2148654,YQ1PrdApp03,YQ1,NULL,00:00.0,00:00.0,44:33.7,44:33.7,00:00.0,00:00.0,00:00.0
2148655,BYAPrdApp23-03,BYA,00:00.0,00:00.0,00:00.0,05:18.7,05:18.7,04:49.6,04:49.6,00:00.0
2148656,SN4PrdApp23,SN4,00:00.0,00:00.0,00:00.0,56:01.5,00:00.0,36:41.2,00:00.0,00:00.0
2148660,BL6PrdApp19,BL6,00:00.0,00:00.0,00:00.0,28:44.1,28:44.1,44:40.1,44:40.1,00:00.0
2196391,SN4PrdApp21,SN4,00:00.0,00:00.0,00:00.0,11:50.7,11:50.7,35:29.6,35:29.6,NULL
2148684,DD3AzFApp02,DD3,NULL,00:00.0,00:00.0,01:02.8,01:02.8,50:00.0,50:00.0,00:00.0
2148782,MWH01PrdApp03-01,MWH,NULL,00:00.0,00:00.0,29:06.9,29:06.9,00:00.0,00:00.0,00:00.0
2148783,CY4PrdApp04-01,CY4,NULL,00:00.0,00:00.0,43:13.6,43:13.6,00:00.0,00:00.0,00:00.0
2148784,CY4PrdApp03,CY4,NULL,00:00.0,00:00.0,55:03.1,55:03.1,00:00.0,00:00.0,00:00.0
2132693,CH1PrdApp23,CH1,NULL,00:00.0,00:00.0,38:42.4,38:42.4,00:00.0,00:00.0,00:00.0
2132709,AM4PrdApp17,AM4,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132710,AM4PrdApp17,AM4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2132711,AM4PrdApp17,AM4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2132712,AM5PrdAppXX,AM5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2132713,CO1TstAppXX,CO1,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132717,AM3PrdAppXX,AM3,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132718,AM5TstAppXX,AM5,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132719,DB3PrdAppXX GEN4 Test),DB3,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132720,DB3PrdAppXX,DB3,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132724,CO1TstAppXX,CO1,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132728,AM3PrdAppXX,AM3,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132729,AM5TstAppXX,AM5,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132730,DB3PrdAppXX,DB3,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132731,DB3PrdAppXX,DB3,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132733,CO1TstAppXX,CO1,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132737,SG2PrdApp19,SG2,NULL,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2132741,DM2PrdAppXX,DM2,NULL,00:00.0,00:00.0,27:46.9,27:46.9,NULL,27:46.9,NULL
2132742,DM2PrdAppXX,DM2,NULL,00:00.0,00:00.0,30:20.7,30:20.7,NULL,30:20.7,NULL
2149381,BN4PrdApp16,BN4,NULL,00:00.0,00:00.0,21:26.7,21:26.7,00:00.0,00:00.0,00:00.0
2149382,SN3PrdApp26,SN3,NULL,00:00.0,00:00.0,11:19.5,11:19.5,00:00.0,00:00.0,00:00.0
