Code,plan_clustername,ClusterDC1,SC_ETADockdate,Sc_actualdockdate,Deploy_ETARTODate,Deploy_ActualRTODate,Buildout_ETAWaboHandoffDate,Buildout_ActualWaboHandoffDate,Buildout_ETALiveDate,Buildout_ActualLiveDate
2299745,CO2.F01C01.CO108|CO109|CO110|CO111|CO112|CO116|CO117|CO118|CO119|CO120,CO2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299746,CO2.F01C01.CS108|CS109|CS110|CS111|CS112|CS116|CS117|CS118|CS119|CS120,CO2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299747,DB3.F02C04.xxH052,DB3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299748,DB3.F02C04.xxC017-XXC026|xxD022-xxD026,DB3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299749,DB4.F01C02.DV119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299750,DB4.F01C02.EF121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299751,DB4.F01C02.AU121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299752,DB4.F01C02.BJ121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299753,DB4.F01C02.BY119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299754,DB4.F01C02.EA121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299755,DB4.F01C02.DL121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299756,DB4.F01C02.AZ119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299757,DB4.F01C02.AP121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299758,DB4.F01C02.DB119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299759,DB4.F01C02.DQ119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299760,DB4.F01C02.CM121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299761,DB4.F01C02.BE119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299762,DB4.F01C02.BO121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299763,DB4.F01C02.AF119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299764,DB4.F01C02.CR121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299765,DB4.F01C02.DG121,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299766,DB4.F01C02.BT119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299767,DB4.F01C02.CW119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299768,DB4.F01C02.AK119,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299769,DB4.F01C02.BE115|BE116|BE117|BE118|BE121|BE122|BE123|BE124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299770,DB4.F01C02.AF115|AF116|AF117|AF118|AF121|AF122|AF123|AF124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299771,DB4.F01C02.DL116|DL117|DL118|DL119|DL122|DL123|DL124|DL125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299772,DB4.F01C02.AK115|AK116|AK117|AK118|AK121|AK122|AK123|AK124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299773,DB4.F01C02.EA116|EA117|EA118|EA119|EA122|EA123|EA124|EA125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299774,DB4.F01C02.DB115|DB116|DB117|DB118|DB121|DB122|DB123|DB124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299775,DB4.F01C02.AU116|AU117|AU118|AU119|AU122|AU123|AU124|AU125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299776,DB4.F01C02.DQ115|DQ116|DQ117|DQ118|DQ121|DQ122|DQ123|DQ124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299777,DB4.F01C02.CM104|CM105|CM116|CM117|CM118|CM119|CM122|CM123|CM124|CM125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299778,DB4.F01C02.BO116|BO117|BO118|BO119|BO122|BO123|BO124|BO125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299779,DB4.F01C02.CR104|CR105|CR116|CR117|CR118|CR119|CR122|CR123|CR124|CR125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299780,DB4.F01C02.AZ115|AZ116|AZ117|AZ118|AZ121|AZ122|AZ123|AZ124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299781,DB4.F01C02.CW115|CW116|CW117|CW118|CW121|CW122|CW123|CW124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299782,DB4.F01C02.BT115|BT116|BT117|BT118|BT121|BT122|BT123|BT124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299783,DB4.F01C02.DG116|DG117|DG118|DG119|DG122|DG123|DG124|DG125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299784,DB4.F01C02.AP116|AP117|AP118|AP119|AP122|AP123|AP124|AP125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299785,DB4.F01C02.DV115|DV116|DV117|DV118|DV121|DV122|DV123|DV124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299786,DB4.F01C02.EF116|EF117|EF118|EF119|EF122|EF123|EF124|EF125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299787,DB4.F01C02.BJ116|BJ117|BJ118|BJ119|BJ122|BJ123|BJ124|BJ125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299788,DB4.F01C02.BY115|BY116|BY117|BY118|BY121|BY122|BY123|BY124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299789,DB4.F01C02.DQ135|DQ136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299790,DB4.F01C02.DV135|DV136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299791,DB4.F01C02.AU116|AU117|AU118|AU119|AU121|AU122|AU123|AU124|AU125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299792,DB4.F01C02.BY104|BY105|BY115|BY116|BY117|BY118|BY119|BY121|BY122|BY123|BY124|BY135|BY136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299793,DB4.F01C02.DV115|DV116|DV117|DV118|DV119|DV121|DV122|DV123|DV124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299794,DB4.F01C02.DL116|DL117|DL118|DL119|DL121|DL122|DL123|DL124|DL125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299795,DB4.F01C02.EF116|EF117|EF118|EF119|EF121|EF122|EF123|EF124|EF125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299796,DB4.F01C02.BJ104|BJ105|BJ116|BJ117|BJ118|BJ119|BJ121|BJ122|BJ123|BJ124|BJ125|BJ135|BJ136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299797,DB4.F01C02.AF115|AF116|AF117|AF118|AF119|AF121|AF122|AF123|AF124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299798,DB4.F01C02.AK115|AK116|AK117|AK118|AK119|AK121|AK122|AK123|AK124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299799,DB4.F01C02.BT104|BT105|BT115|BT116|BT117|BT118|BT119|BT121|BT122|BT123|BT124|BT135|BT136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299800,DB4.F01C02.BO104|BO116|BO117|BO118|BO119|BO121|BO122|BO123|BO124|BO125|BO136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299801,DB4.F01C02.AZ115|AZ116|AZ117|AZ118|AZ119|AZ121|AZ122|AZ123|AZ124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299802,DB4.F01C02.CR104|CR105|CR116|CR117|CR118|CR119|CR121|CR122|CR123|CR124|CR125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299803,DB4.F01C02.CM104|CM105|CM116|CM117|CM118|CM119|CM121|CM122|CM123|CM124|CM125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299804,DB4.F01C02.DG114|DG115|DG116|DG117|DG118|DG119|DG121|DG122|DG123|DG124|DG125|DG136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299805,DB4.F01C02.CW115|CW116|CW117|CW118|CW119|CW121|CW122|CW123|CW124|CW135|CW136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299806,DB4.F01C02.DQ115|DQ116|DQ117|DQ118|DQ119|DQ121|DQ122|DQ123|DQ124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299807,DB4.F01C02.BE104|BE105|BE115|BE116|BE117|BE118|BE119|BE121|BE122|BE123|BE124|BE135|BE136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299808,DB4.F01C02.EA116|EA117|EA118|EA119|EA121|EA122|EA123|EA124|EA125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299809,DB4.F01C02.AP116|AP117|AP118|AP119|AP121|AP122|AP123|AP124|AP125,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299810,DB4.F01C02.DB112|DB113|DB115|DB116|DB117|DB118|DB119|DB121|DB122|DB123|DB124|DB135|DB136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299811,DB4.F01C02.BE104|BE105|BE135|BE136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299812,DB4.F01C02.DB112|DB113|DB135|DB136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299813,DB4.F01C02.CW135|CW136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299814,DB4.F01C02.BT104|BT105|BT135|BT136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299815,DB4.F01C02.DG114|DG115,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299816,DB4.F01C02.BY104|BY105|BY135|BY136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299817,DB4.F01C02.BJ104|BJ105|BJ135|BJ136,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299818,DB4.F01C03.EF115|EF117|EF118|EF119|EF121|EF122|EF123|EF124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299819,DB4.F01C03.EA115|EA117|EA118|EA119|EA121|EA122|EA123|EA124,DB4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299820,DB5.F01C02.DH213|DH214|DH215|DH216|DH220|DH221|DH222|DH223,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299821,DB5.F01C02.BF213|BF214|BF215|BF216|BF219|BF220|BF221|BF222,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299822,DB5.F01C02.BA213|BA214|BA215|BA216|BA220|BA221|BA222|BA223,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299823,DB5.F01C02.DM213|DM214|DM215|DM216|DM219|DM220|DM221|DM222,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299824,DB5.F01C02.DC213|DC214|DC215|DC216|DC219|DC220|DC221|DC222,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299825,DB5.F01C02.BK213|BK214|BK215|BK216|BK220|BK221|BK222|BK223,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299826,DB5.F01C01.BA113|BA114|BA115|BA116|BA120|BA121|BA122,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299827,DB5.F01C03.BZ314|BZ315|BZ316|BZ319|BZ320|BZ321|BZ322,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299828,DB5.F01C03.BP314|BP315|BP316|BP319|BP320|BP321|BP322,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299829,DB5.F01C03.BU313|BU314|BU315|BU316|BU320|BU321|BU322,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299830,DB5.F01C01.BF113|BF114|BF115|BF116|BF119|BF120|BF121,DB5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299831,DUB06.F01C02.BX214|BX215|BX218|BX219|BX222|BX225|BX226,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299832,DUB06.F01C02.BT212|BT213|BT216|BT217|BT223|BT224|BT227|BT228,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299833,DUB06.F01C01.DQ114|DQ115|DQ116|DQ117|DQ118|DQ119|DQ123|DQ124|DQ125|DQ126|DQ127|DQ128,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299834,DUB06.F01C01.DA116|DA117|DA118|DA119|DA122|DA123|DA124|DA125|DA126|DA127,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299835,DUB06.F01C01.DG114|DG115|DG116|DG117|DG118|DG119|DG123|DG124|DG125|DG126|DG127|DG128,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299836,DUB06.F01C01.EE114|EE115|EE116|EE117|EE118|EE119|EE122|EE123|EE124|EE125|EE126|EE127,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299837,DUB06.F01C01.EA114|EA115|EA116|EA117|EA118|EA119|EA123|EA124|EA125|EA126|EA127|EA128,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299838,DUB06.F01C01.DU114|DU115|DU116|DU117|DU118|DU119|DU122|DU123|DU124|DU125|DU126|DU127,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299839,DUB06.F01C01.DK114|DK115|DK116|DK117|DK118|DK119|DK122|DK123|DK124|DK125|DK126|DK127,DUB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299840,HK2.F04C03.BZ315|BZ316|BZ317|BZ318|BZ319,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299841,HK2.F04C01.BZ106,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299842,HK2.F04C02.AM215,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299843,HK2.F04C02.BH215,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299844,HK2.F04C01.AQ106,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299845,HK2.F04C03.AQ306,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299846,HK2.F04C01.AD110|AD111,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299847,HK2.F04C02.BQ215,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299848,HK2.F04C03.BH315,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299849,HK2.F04C01.BH106,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299850,HK2.F04C02.BM206,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299851,HK2.F04C01.BQ106,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299852,HK2.F04C03.AM315,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299853,HK2.F04C02.AD210|AD211,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299854,HK2.F04C03.BD306,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299855,HK2.F04C01.AM115,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299856,HK2.F04C02.AQ206,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299857,HK2.F04C01.BM115,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299858,HK2.F04C03.BM306,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2204794,BN6PrdStp08,BN6,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204800,MRS20PrdStp01,MRS,00:00.0,00:00.0,00:00.0,02:00.7,02:00.7,NULL,02:00.7,NULL
2204801,BJS20PrdStr01,BJS,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204802,AM5PrdStr15,AM5,00:00.0,00:00.0,00:00.0,37:10.5,37:10.5,31:39.8,31:39.8,00:00.0
2204803,PAR01P,PAR,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204807,PAR20PrdStp01,PAR,00:00.0,00:00.0,00:00.0,10:01.1,10:01.1,NULL,10:01.1,NULL
2204817,OSA01P,OSA,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204821,SIN20PrdStp01,SIN,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204824,PAR03P,PAR,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2165723,CH1 EXO MT decomm,CH1,NULL,NULL,03:49.0,03:52.6,NULL,NULL,NULL,NULL
2165807,CH1 iLO decomm,CH1,NULL,NULL,00:00.0,34:22.4,NULL,NULL,NULL,NULL
2261402,CDM01P,CDM,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2261403,CBN01P,CBN,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2261407,HKG01,HKG,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,NULL,NULL
2261408,HKG01,HKG,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,NULL,NULL
2261409,HKG01,HKG,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,NULL,NULL
2261410,HKG01,HKG,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,NULL,NULL
2261411,HKG01,HKG,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,NULL,NULL
2261412,HKG01,HKG,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,NULL,NULL
2261413,HKG01,HKG,00:00.0,00:00.0,00:00.0,NULL,00:00.0,NULL,NULL,NULL
2261414,DUB01,DUB,00:00.0,00:00.0,00:00.0,00:55.5,00:00.0,00:00.0,00:00.0,NULL
2261415,DUB01,DUB,00:00.0,00:00.0,00:00.0,56:09.4,00:00.0,00:00.0,00:00.0,NULL
2261416,DUB02,DUB,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2165899,CH1 EXO MT clean-up,CH1,NULL,NULL,49:12.0,49:16.2,NULL,NULL,NULL,NULL
2288720,BYCPrdStp05,BYC,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204851,PHX01N,PHX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2204884,CY4,CY4,00:00.0,00:00.0,00:00.0,50:26.4,NULL,NULL,00:00.0,NULL
2204885,CY4,CY4,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,00:00.0,NULL
2204892,CY4,CY4,00:00.0,00:00.0,00:00.0,51:49.0,NULL,NULL,00:00.0,NULL
2204893,CY4,CY4,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,00:00.0,NULL
2204896,CY4,CY4,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,00:00.0,NULL
2204897,CY4,CY4,00:00.0,00:00.0,00:00.0,NULL,NULL,NULL,00:00.0,NULL
2204910,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204911,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204912,CY4,CY4,00:00.0,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL
2204926,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204927,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204928,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204929,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204930,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204931,CY4,CY4,NULL,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204932,CY4,CY4,00:00.0,NULL,00:00.0,NULL,NULL,NULL,00:00.0,NULL
2204933,CY4,CY4,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204934,CY4,CY4,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204935,CY4,CY4,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL,00:00.0,NULL
2204962,CY4P,CY4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299859,HK2.F04C01.AM111|AM112|AM113|AM114|AM116|AM117|AM118|AM119,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299860,HK2.F04C02.BM202|BM203|BM204|BM205|BM207|BM208|BM209|BM210,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299861,HK2.F04C03.BH311|BH312|BH313|BH314|BH316|BH317|BH318|BH319,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299862,HK2.F04C01.BH102|BH103|BH104|BH105|BH107|BH108|BH109|BH110,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299863,HK2.F04C02.BD202|BD203|BD204|BD205,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299864,HK2.F04C02.AQ202|AQ203|AQ204|AQ205|AQ207|AQ208|AQ209|AQ210,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299865,HK2.F04C01.BQ102|BQ103|BQ104|BQ105|BQ107|BQ108|BQ109|BQ110,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299866,HK2.F04C03.BD302|BD303|BD304|BD305|BD307|BD308|BD309|BD310,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299867,HK2.F04C02.AM211|AM212|AM213|AM214|AM216|AM217|AM218|AM219,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299868,HK2.F04C01.AD102-AD109|AD112-AD119,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299869,HK2.F04C01.BZ102|BZ103|BZ104|BZ105|BZ107|BZ108|BZ109|BZ110,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299870,HK2.F04C03.BM302|BM303|BM304|BM305|BM307|BM308|BM309|BM310,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299871,HK2.F04C03.AQ302|AQ303|AQ304|AQ305|AQ307|AQ308|AQ309|AQ310,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299872,HK2.F04C01.BM111|BM112|BM113|BM114|BM116|BM117|BM118|BM119,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299873,HK2.F04C02.BQ211|BQ212|BQ213|BQ214|BQ216|BQ217|BQ218|BQ219,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299874,HK2.F04C02.AD202-AD209|AD212-AD219,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299875,HK2.F04C01.AQ102|AQ103|AQ104|AQ105|AQ107|AQ108|AQ109|AQ110,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299876,HK2.F04C02.BH211|BH212|BH213|BH214|BH216|BH217|BH218|BH219,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299877,HK2.F04C03.AM311|AM312|AM313|AM314|AM316|AM317|AM318|AM319,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299878,HK2.F04C02.BH206|BH207|BH208|BH209|BH210,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299879,HK2.F04C02.AM211|AM212|AM213|AM214|AM215|AM216|AM217|AM218|AM219,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299880,HK2.F04C04.BQ506,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299881,HK2.F04C01.BH102|BH103|BH104|BH105|BH106|BH107|BH108|BH109|BH110,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299882,HK2.F04C01.BQ102|BQ103|BQ104|BQ105|BQ106|BQ107|BQ108|BQ109|BQ110,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299883,HK2.F04C02.BM202|BM203|BM204|BM205|BM206|BM207|BM208|BM209|BM210,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299884,HK2.F04C04.AM515,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299885,HK2.F04C03.BH311|BH312|BH313|BH314|BH315|BH316|BH317|BH318|BH319,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299886,HK2.F04C02.BD202|BD203|BD204|BD206,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299887,HK2.F04C01.AM111|AM112|AM113|AM114|AM115|AM116|AM117|AM118|AM119,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299888,HK2.F04C02.BQ211|BQ212|BQ213|BQ214|BQ215|BQ216|BQ217|BQ218|BQ219,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299889,HK2.F04C03.BZ310,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299890,HK2.F04C04.BH506,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299891,HK2.F04C02.AQ202|AQ203|AQ204|AQ205|AQ206|AQ207|AQ208|AQ209|AQ210,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299892,HK2.F04C04.AQ506,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299893,HK2.F04C02.BH211|BH212|BH213|BH214|BH215|BH216|BH217|BH218|BH219,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299894,HK2.F04C01.BZ102|BZ103|BZ104|BZ105|BZ106|BZ107|BZ108|BZ109|BZ110,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299895,HK2.F04C04.AD510|AD511,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299896,HK2.F04C03.AM311|AM312|AM313|AM314|AM315|AM316|AM317|AM318|AM319,HK2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
